Family,Genus,Species,Trophic_ID,Size,Activity,Position,Range,SST,Pprod,DistIAA,Ocean,lambda_median,mu_median,net_div_median
Apogonidae,Apogon,Apogon_pseudomaculatus,PK,11,Night,Benthopelagic,268,26.3870959,718.6679485,196.8193459,Atl,0.109463587,0.029734521,0.079729067
Apogonidae,Apogon,Apogon_quadrisquamatus,PK,7,Night,Benthopelagic,202,27.15338416,524.0285604,198.4790771,Atl,0.108453067,0.029332177,0.07912089
Apogonidae,Apogon,Apogon_retrosella,PK,10,Night,Benthopelagic,64,25.37619841,992.6223143,61.19297733,IP,0.110276762,0.030789403,0.079487359
Apogonidae,Apogon,Apogon_robbyi,PK,3.59,Night,Benthopelagic,111,27.71512613,366.6607577,199.8148529,Atl,0.109843543,0.031602949,0.078240593
Apogonidae,Apogon,Apogon_robinsi,PK,10.1,Night,Benthopelagic,173,27.3886422,500.0077341,198.3680421,Atl,0.109240201,0.029961195,0.079279006
Apogonidae,Apogon,Apogon_rubellus,PK,8,Night,Benthopelagic,75,27.73075616,637.0145534,75.20000812,IP,0.109566399,0.031783828,0.077782571
Apogonidae,Apogon,Apogon_rubrifuscus,PK,13.2,Night,Benthopelagic,NA,NA,NA,NA,NA,0.109761195,0.031044404,0.078716791
Apogonidae,Apogon,Apogon_seminigracaudus,PK,5,Night,Benthopelagic,509,27.91760965,493.3522215,11.11533182,IP,0.110687583,0.031804071,0.078883512
Apogonidae,Apogon,Apogon_semiornatus,PK,7.5,Night,Benthopelagic,908,27.48823193,654.0417854,3.007121951,IP,0.107903901,0.03088614,0.077017761
Apogonidae,Apogon,Apogon_susanae,PK,3.95,Night,Benthopelagic,354,27.52488475,298.4798836,28.45813135,IP,0.110112642,0.031441482,0.078671159
Apogonidae,Apogon,Apogon_talboti,PK,14,Night,Benthopelagic,735,27.95635888,515.202794,6.107822499,IP,0.109192029,0.030715908,0.078476121
Apogonidae,Apogon,Apogon_townsendi,PK,6.5,Night,Benthopelagic,194,27.18660309,543.9077995,198.3680421,Atl,0.109469717,0.030536775,0.078932942
Apogonidae,Apogon,Apogon_tricinctus,NA,5.65,NA,NA,NA,NA,NA,NA,NA,0.109629872,0.031688968,0.077940904
Apogonidae,Apogon,Apogon_unicolor,PK,14,Night,Benthopelagic,705,27.82581193,587.4618061,5.395854793,IP,0.110889294,0.03273351,0.078155784
Apogonidae,Apogon,Apogon_unitaeniatus,PK,6,Night,Benthopelagic,257,27.64165273,574.2228313,26.30129782,IP,0.110798915,0.032668861,0.078130054
Apogonidae,Apogonichthyoides,Apogonichthyoides_atripes,PK,9,Night,Benthopelagic,118,26.09667692,395.8700453,36.07818008,IP,0.09733919,0.024969626,0.072369564
Apogonidae,Apogonichthyoides,Apogonichthyoides_brevicaudatus,PK,19.5,Night,Benthopelagic,239,28.05515966,661.5920782,17.11413076,IP,0.097293868,0.02576265,0.071531218
Apogonidae,Apogonichthyoides,Apogonichthyoides_cantoris,PK,NA,NA,NA,NA,NA,NA,NA,NA,0.097480086,0.025245519,0.072234567
Apogonidae,Apogonichthyoides,Apogonichthyoides_cathetogramma,MI,12,Night,Benthopelagic,108,26.63971019,583.5095231,17.2951595,IP,0.097500671,0.024818471,0.0726822
Apogonidae,Apogonichthyoides,Apogonichthyoides_chrysurus,PK,4,Night,Benthopelagic,343,26.92502845,418.8664906,29.1973392,IP,0.097931378,0.025155354,0.072776024
Apogonidae,Apogonichthyoides,Apogonichthyoides_erdmanni,NA,3.92,NA,NA,NA,NA,NA,NA,NA,0.097257804,0.024508146,0.072749657
Apogonidae,Apogonichthyoides,Apogonichthyoides_euspilotus,NA,5.95,NA,NA,NA,NA,NA,NA,NA,0.097357067,0.024812731,0.072544336
Apogonidae,Apogonichthyoides,Apogonichthyoides_gardineri,PK,4.4,Night,Benthopelagic,86,27.40571765,519.0636729,73.94130556,IP,0.097672097,0.025171565,0.072500532
Apogonidae,Apogonichthyoides,Apogonichthyoides_heptastygma,PK,3.3,Night,Benthopelagic,172,28.27466744,1008.934274,19.95692624,IP,0.097554004,0.025526065,0.072027939
Apogonidae,Apogonichthyoides,Apogonichthyoides_maculipinnis,NA,4.02,NA,NA,NA,NA,NA,NA,NA,0.09741605,0.02516356,0.072252489
Apogonidae,Apogonichthyoides,Apogonichthyoides_melas,MI,10,Night,Benthopelagic,598,28.51567625,616.9537582,3.451171796,IP,0.097752128,0.025092049,0.072660079
Apogonidae,Apogonichthyoides,Apogonichthyoides_miniatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097587728,0.024534929,0.073052799
Apogonidae,Apogonichthyoides,Apogonichthyoides_niger,PK,8,Night,Benthopelagic,361,27.51175111,805.2663569,1.712520145,IP,0.097570937,0.025447902,0.072123036
Apogonidae,Apogonichthyoides,Apogonichthyoides_nigripinnis,MI,10,Night,Benthopelagic,804,27.59916926,701.3294373,4.400021812,IP,0.097583941,0.025473739,0.072110202
Apogonidae,Apogonichthyoides,Apogonichthyoides_opercularis,PK,7,Night,Benthopelagic,211,27.85927048,656.3113686,20.3483284,IP,0.097779967,0.025151176,0.072628791
Apogonidae,Apogonichthyoides,Apogonichthyoides_pharaonis,PK,10,NA,NA,88,27.01755233,1384.886256,71.55924174,IP,0.097914356,0.025632889,0.072281467
Apogonidae,Apogonichthyoides,Apogonichthyoides_pseudotaeniatus,PK,14,Night,Benthopelagic,222,27.75642227,559.6128205,6.421552193,IP,0.098001449,0.02516261,0.072838839
Apogonidae,Apogonichthyoides,Apogonichthyoides_regani,PK,4.8,Night,Benthopelagic,44,27.67715909,377.9711341,66.07834406,IP,0.098107021,0.025750999,0.072356021
Apogonidae,Apogonichthyoides,Apogonichthyoides_sialis,PK,14,Night,Benthopelagic,249,27.20011532,808.5698185,2.976250075,IP,0.097931378,0.025591713,0.072339665
Apogonidae,Apogonichthyoides,Apogonichthyoides_taeniatus,MI,17,Night,Benthopelagic,225,27.35523836,985.9551388,74.0954273,IP,0.097759565,0.025582786,0.07217678
Apogonidae,Apogonichthyoides,Apogonichthyoides_timorensis,PK,9,Night,Benthopelagic,836,27.66249337,627.721446,4.400021812,IP,0.098377103,0.025849672,0.072527432
Apogonidae,Apogonichthyoides,Apogonichthyoides_umbratilis,PK,4.1,Night,Benthopelagic,551,28.04838127,668.5009331,5.104019408,IP,0.098346754,0.025720124,0.07262663
Apogonidae,Apogonichthyoides,Apogonichthyoides_uninotatus,MI,5.5,Night,Benthopelagic,189,28.8350381,516.413619,4.107719925,IP,0.09820627,0.025300515,0.072905755
Apogonidae,Apogonichthys,Apogonichthys_landoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110517432,0.031406259,0.079111173
Apogonidae,Apogonichthys,Apogonichthys_ocellatus,PK,6,Night,Benthopelagic,711,27.90450411,543.2370335,6.107822499,IP,0.110451242,0.031306035,0.079145207
Apogonidae,Apogonichthys,Apogonichthys_perdix,PK,6,Night,Benthopelagic,835,27.87680626,504.3861971,5.53305282,IP,0.110554276,0.031294787,0.07925949
Apogonidae,Archamia,Archamia_bleekeri,PK,10,Night,Benthopelagic,798,27.91611542,799.6133716,6.653678415,IP,0.109036408,0.030217419,0.078818989
Apogonidae,Astrapogon,Astrapogon_alutus,PK,6.5,Night,Benthopelagic,128,26.93079141,617.2997977,42.56819725,Atl,0.105553643,0.029751204,0.075802438
Apogonidae,Astrapogon,Astrapogon_puncticulatus,PK,8,Night,Benthopelagic,174,27.31689425,497.1249856,198.4226084,Atl,0.105729687,0.029878099,0.075851587
Apogonidae,Astrapogon,Astrapogon_stellatus,MI,8,Night,Benthopelagic,182,27.22947692,506.5804703,200.0270056,Atl,0.105608164,0.029747496,0.075860668
Apogonidae,Cercamia,Cercamia_cladara,PK,4.5,Night,Benthopelagic,440,27.68292255,387.3762642,23.29920988,IP,0.107067083,0.028540088,0.078526995
Apogonidae,Cercamia,Cercamia_eremia,MI,5,Night,Benthopelagic,621,27.69333845,504.5169861,10.60216831,IP,0.107150516,0.028443714,0.078706802
Apogonidae,Cercamia,Cercamia_melanogaster,NA,2.8,NA,NA,NA,NA,NA,NA,NA,0.10717028,0.028906767,0.078263513
Apogonidae,Cheilodipterus,Cheilodipterus_alleni,GC,10.4,Night,Benthopelagic,328,28.77557622,667.2748101,1.920155742,IP,0.099980221,0.02647712,0.073503102
Apogonidae,Cheilodipterus,Cheilodipterus_arabicus,GC,18,Night,Benthopelagic,325,27.54958401,870.804842,65.60756717,IP,0.099877919,0.026388344,0.073489575
Apogonidae,Cheilodipterus,Cheilodipterus_artus,GC,18.7,Night,Benthopelagic,1005,28.06346474,571.1989741,3.466900338,IP,0.099944767,0.026799347,0.07314542
Apogonidae,Cheilodipterus,Cheilodipterus_intermedius,GC,20,Night,Benthopelagic,517,27.91808008,510.2139956,12.27413244,IP,0.099867542,0.026603811,0.073263731
Apogonidae,Cheilodipterus,Cheilodipterus_isostigmus,GC,11,Night,Benthopelagic,455,28.75978216,537.5529507,3.000216356,IP,0.099583114,0.027678419,0.071904696
Apogonidae,Cheilodipterus,Cheilodipterus_lachneri,GC,12,Night,Benthopelagic,202,27.62821523,975.7960157,72.5589737,IP,0.100029431,0.02641513,0.073614301
Apogonidae,Cheilodipterus,Cheilodipterus_macrodon,GC,25,Night,Benthopelagic,982,27.8479318,588.7183226,5.362608524,IP,0.100097802,0.026591587,0.073506215
Apogonidae,Cheilodipterus,Cheilodipterus_nigrotaeniatus,GC,10,Night,Benthopelagic,335,28.64471642,585.570203,5.395854793,IP,0.100395829,0.026383949,0.074011879
Apogonidae,Cheilodipterus,Cheilodipterus_novemstriatus,GC,8,Night,Benthopelagic,100,27.47612577,1228.923537,75.62057148,IP,0.100000406,0.026354159,0.073646247
Apogonidae,Cheilodipterus,Cheilodipterus_octovittatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100167847,0.026366298,0.073801549
Apogonidae,Cheilodipterus,Cheilodipterus_parazonatus,GC,6.1,Night,Benthopelagic,60,28.1442,561.850475,28.12689431,IP,0.100368262,0.026583665,0.073784597
Apogonidae,Cheilodipterus,Cheilodipterus_persicus,GC,15,Night,Benthopelagic,107,27.58726381,1331.71562,72.85678467,IP,0.100417023,0.026889701,0.073527322
Apogonidae,Cheilodipterus,Cheilodipterus_pygmaios,GC,10,Night,Benthic,39,27.75697568,901.8633838,84.01516323,IP,0.100460617,0.026724477,0.07373614
Apogonidae,Cheilodipterus,Cheilodipterus_quinquelineatus,GC,13,Night,Benthopelagic,963,27.89259718,587.0487583,4.183669277,IP,0.100294226,0.026600511,0.073693714
Apogonidae,Cheilodipterus,Cheilodipterus_singapurensis,GC,18,Night,Benthopelagic,479,28.73553549,623.6901173,2.284680414,IP,0.100840787,0.02672724,0.074113547
Apogonidae,Cheilodipterus,Cheilodipterus_subulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100840787,0.026753125,0.074087663
Apogonidae,Cheilodipterus,Cheilodipterus_zonatus,GC,8,Night,Benthopelagic,149,28.88475973,561.8133745,5.414653972,IP,0.101134171,0.026875213,0.074258958
Apogonidae,Fibramia,Fibramia_amboinensis,MI,7,Night,Benthic,576,28.16766146,613.3798481,2.284680414,IP,0.108980357,0.029567733,0.079412624
Apogonidae,Fibramia,Fibramia_lateralis,PK,11,Night,Benthic,703,28.16178956,625.3781883,3.007121951,IP,0.108980357,0.029438282,0.079542075
Apogonidae,Fibramia,Fibramia_thermalis,MI,8.5,Night,Benthic,832,27.89784298,663.8805223,3.466900338,IP,0.108970962,0.029308038,0.079662924
Apogonidae,Foa,Foa_albimaculosa,MI,10,Night,Benthic,552,27.78125045,516.3194822,17.19933708,IP,0.101568376,0.026741397,0.074826979
Apogonidae,Foa,Foa_brachygramma,MI,6.4,Night,Benthic,839,27.59748611,567.3651665,7.167487426,IP,0.101967451,0.026686485,0.075280966
Apogonidae,Foa,Foa_fo,MI,3.5,Night,Benthic,735,27.46930725,476.0933945,9.80609713,IP,0.101996749,0.026552774,0.075443975
Apogonidae,Foa,Foa_hyalina,MI,3,Night,Benthic,220,28.58626864,639.8764059,4.840984176,IP,0.102037228,0.026685512,0.075351716
Apogonidae,Foa,Foa_leisi,MI,3.8,Night,Benthic,46,26.88213696,215.5328065,104.4746671,IP,0.101767529,0.026618373,0.075149156
Apogonidae,Foa,Foa_madagascariensis,MI,NA,Night,Benthic,NA,NA,NA,NA,NA,0.102064444,0.02653079,0.075533654
Apogonidae,Foa,Foa_nivosa,MI,2.9,Night,Benthic,370,28.24846341,456.2308875,23.51382822,IP,0.102407136,0.026745049,0.075662087
Apogonidae,Foa,Foa_yamba,NA,5.01,NA,NA,NA,NA,NA,NA,NA,0.102304081,0.0267022,0.075601881
Apogonidae,Fowleria,Fowleria_aurita,MI,9,Night,Benthic,1013,27.75179802,623.8549497,3.466900338,IP,0.089656253,0.021951679,0.067704573
Apogonidae,Fowleria,Fowleria_flammea,MI,3.08,Night,Benthic,385,28.22706146,560.9129815,15.8258214,IP,0.092216135,0.021513774,0.07070236
Apogonidae,Fowleria,Fowleria_isostigma,MI,7,Night,Benthic,498,28.23132233,500.5294626,12.39207875,IP,0.089129868,0.02129215,0.067837718
Apogonidae,Fowleria,Fowleria_marmorata,MI,7.5,Night,Benthic,822,28.06677237,513.828077,5.53305282,IP,0.068296333,0.015528527,0.052767805
Apogonidae,Fowleria,Fowleria_punctulata,MI,9,Night,Benthic,613,27.67257905,521.1654936,9.019693791,IP,0.094550842,0.023258616,0.071292226
Apogonidae,Fowleria,Fowleria_vaiulae,MI,5,Night,Benthic,977,27.72858899,569.0302751,4.525450711,IP,0.101274423,0.02633356,0.074940863
Apogonidae,Fowleria,Fowleria_variegata,MI,8,Night,Benthic,953,27.92952273,614.1069018,3.466900338,IP,0.089816422,0.020846092,0.06897033
Apogonidae,Glossamia,Glossamia_abo,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099980685,0.026941244,0.07303944
Apogonidae,Glossamia,Glossamia_aprion,NA,18,NA,NA,NA,NA,NA,NA,NA,0.099921488,0.026995345,0.072926143
Apogonidae,Glossamia,Glossamia_arguni,NA,10.23,NA,NA,NA,NA,NA,NA,NA,0.100028869,0.026550629,0.07347824
Apogonidae,Glossamia,Glossamia_beauforti,NA,16,NA,NA,NA,NA,NA,NA,NA,0.100111999,0.026391863,0.073720137
Apogonidae,Glossamia,Glossamia_gjellerupi,NA,16,NA,NA,NA,NA,NA,NA,NA,0.100112519,0.02661133,0.073501188
Apogonidae,Glossamia,Glossamia_heurni,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100029741,0.026322188,0.073707553
Apogonidae,Glossamia,Glossamia_narindica,NA,12.5,NA,NA,NA,NA,NA,NA,NA,0.100224472,0.02642261,0.073801862
Apogonidae,Glossamia,Glossamia_sandei,NA,19,NA,NA,NA,NA,NA,NA,NA,0.100255724,0.026355364,0.07390036
Apogonidae,Glossamia,Glossamia_timika,NA,9.5,NA,NA,NA,NA,NA,NA,NA,0.100281575,0.026303629,0.073977946
Apogonidae,Glossamia,Glossamia_trifasciata,NA,10,NA,NA,NA,NA,NA,NA,NA,0.100082961,0.026272731,0.07381023
Apogonidae,Glossamia,Glossamia_wichmanni,NA,18,NA,NA,NA,NA,NA,NA,NA,0.100514964,0.026720505,0.073794459
Apogonidae,Gymnapogon,Gymnapogon_africanus,PK,5,Night,Benthopelagic,127,27.22061545,636.1118309,75.65106874,IP,0.107209478,0.02863189,0.078577588
Apogonidae,Gymnapogon,Gymnapogon_annona,PK,5,Night,Benthopelagic,457,28.00825066,490.6031456,21.79244466,IP,0.106804096,0.028606925,0.078197171
Apogonidae,Gymnapogon,Gymnapogon_foraminosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107012718,0.028633641,0.078379077
Apogonidae,Gymnapogon,Gymnapogon_japonicus,PK,5,Night,Benthopelagic,97,24.5899732,715.3659918,21.01373728,IP,0.10696401,0.028756696,0.078207314
Apogonidae,Gymnapogon,Gymnapogon_melanogaster,PK,2.3,Night,Benthopelagic,NA,NA,NA,NA,NA,0.106294725,0.028951326,0.077343398
Apogonidae,Gymnapogon,Gymnapogon_philippinus,PK,5,Night,Benthopelagic,199,28.09763384,591.2269409,10.51040186,IP,0.107016798,0.028780786,0.078236012
Apogonidae,Gymnapogon,Gymnapogon_urospilotus,PK,2.7,Night,Benthopelagic,481,28.47934063,506.1087935,9.627626141,IP,0.106400176,0.028744494,0.077655682
Apogonidae,Gymnapogon,Gymnapogon_vanderbilti,PK,1.87,Night,Benthopelagic,21,27.84624762,284.4065048,108.7137845,IP,0.107012718,0.028810517,0.078202201
Apogonidae,Holapogon,Holapogon_maximus,MI,25,Night,Benthic,40,27.4795575,1546.90692,68.03190698,IP,0.109198783,0.031257299,0.077941484
Apogonidae,Jaydia,Jaydia_albomarginatus,NA,10.2,NA,NA,NA,NA,NA,NA,NA,0.115470707,0.036521223,0.078949483
Apogonidae,Jaydia,Jaydia_argyrogaster,PK,6,Night,Benthic,624,27.79962231,525.3311446,13.8933763,IP,0.115451453,0.036434543,0.07901691
Apogonidae,Jaydia,Jaydia_carinatus,PK,15,Night,Benthic,666,27.35997132,569.4778706,6.743404839,IP,0.115447871,0.036580447,0.078867424
Apogonidae,Jaydia,Jaydia_catalai,NA,5.4,NA,NA,NA,NA,NA,NA,NA,0.115120983,0.036527301,0.078593682
Apogonidae,Jaydia,Jaydia_ellioti,PK,16,Night,Benthic,997,28.0370749,677.0681878,2.517792047,IP,0.115283064,0.03663793,0.078645134
Apogonidae,Jaydia,Jaydia_erythrophthalma,PK,5.05,Night,Benthic,57,28.71283509,478.0800456,1.472155677,IP,0.114743095,0.036473443,0.078269652
Apogonidae,Jaydia,Jaydia_hungi,NA,NA,NA,NA,222,27.28804259,862.9792565,72.47012536,IP,0.115284102,0.036534064,0.078750038
Apogonidae,Jaydia,Jaydia_lineata,PK,9,Night,Benthic,699,27.10254561,766.9568206,2.517792047,IP,0.115304848,0.036629595,0.078675253
Apogonidae,Jaydia,Jaydia_melanopus,PK,11,Night,Benthic,482,27.89237443,496.1200445,21.9241918,IP,0.115237223,0.036607967,0.078629255
Apogonidae,Jaydia,Jaydia_novaeguineae,PK,8.9,Night,Benthic,292,28.15663586,708.9531172,9.939261,IP,0.115202198,0.036348585,0.078853613
Apogonidae,Jaydia,Jaydia_photogaster,PK,6,Night,Benthic,29,29.00209655,847.8764621,9.327972124,IP,0.115486693,0.036839994,0.078646699
Apogonidae,Jaydia,Jaydia_poeciloptera,NA,14,NA,NA,NA,NA,NA,NA,NA,0.114854382,0.036110184,0.078744198
Apogonidae,Jaydia,Jaydia_quartus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114797926,0.036475915,0.078322011
Apogonidae,Jaydia,Jaydia_queketti,PK,12.3,Night,Benthic,169,27.33535879,1161.788687,74.49642573,IP,0.114724338,0.036239608,0.07848473
Apogonidae,Jaydia,Jaydia_smithi,PK,10,Night,Benthic,790,27.90391631,729.5028296,3.76159689,IP,0.115308409,0.03652763,0.078780779
Apogonidae,Jaydia,Jaydia_striata,PK,5.5,Night,Benthic,270,28.28760481,736.9316011,3.451171796,IP,0.115033281,0.036781662,0.078251619
Apogonidae,Jaydia,Jaydia_striatodes,NA,NA,NA,NA,435,28.46412253,779.0518844,2.517792047,IP,0.114828147,0.036411433,0.078416714
Apogonidae,Jaydia,Jaydia_tchefouensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11530864,0.036534064,0.078774575
Apogonidae,Jaydia,Jaydia_truncata,PK,15,Night,Benthic,744,27.63305176,579.6165507,6.129890304,IP,0.115622407,0.036580447,0.07904196
Apogonidae,Lachneratus,Lachneratus_phasmaticus,PK,7.36,Night,Benthopelagic,236,27.03277064,364.0901281,49.96314226,IP,0.109507572,0.03118884,0.078318732
Apogonidae,Lepidamia,Lepidamia_kalosoma,PK,14,Night,Benthic,158,28.93877025,767.7351335,3.352659031,IP,0.109572987,0.030119425,0.079453562
Apogonidae,Lepidamia,Lepidamia_multitaeniata,PK,18,Night,Benthic,379,27.56268091,756.3749199,3.007121951,IP,0.109418803,0.030547947,0.078870856
Apogonidae,Lepidamia,Lepidamia_natalensis,PK,19,Night,Benthic,110,26.93898113,1147.58177,74.85745016,IP,0.109572987,0.030338982,0.079234005
Apogonidae,Lepidamia,Lepidamia_omanensis,PK,15.5,Night,Benthic,10,26.52834,2102.35503,66.14911569,IP,0.109396762,0.030038117,0.079358645
Apogonidae,Neamia,Neamia_articycla,MI,3.55,Night,Benthic,642,28.25982324,533.1510685,6.743404839,IP,0.109135853,0.031125296,0.078010557
Apogonidae,Neamia,Neamia_notula,MI,4.5,Night,Benthic,206,27.69819559,589.0685534,49.41781065,IP,0.109122229,0.031221172,0.077901057
Apogonidae,Neamia,Neamia_octospina,MI,7,Night,Benthic,730,27.87564091,572.1148311,5.53305282,IP,0.109272842,0.031079158,0.078193684
Apogonidae,Neamia,Neamia_xenica,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109174354,0.030978678,0.078195676
Apogonidae,Nectamia,Nectamia_annularis,PK,7,Night,Benthopelagic,23,28.34565238,862.0559333,84.89644816,IP,0.09990176,0.026833144,0.073068617
Apogonidae,Nectamia,Nectamia_bandanensis,PK,10,Night,Benthopelagic,443,28.24634638,462.1098955,20.73475304,IP,0.09965738,0.02663876,0.07301862
Apogonidae,Nectamia,Nectamia_fusca,PK,11.2,Night,Benthopelagic,666,28.24756256,567.62426,5.395854793,IP,0.09984428,0.026322983,0.073521297
Apogonidae,Nectamia,Nectamia_ignitops,PK,7.9,Night,Benthopelagic,45,28.76702444,846.8551978,18.87968242,IP,0.099614195,0.026926529,0.072687666
Apogonidae,Nectamia,Nectamia_luxuria,PK,7.7,Night,Benthopelagic,486,28.34899959,438.2147118,11.11533182,IP,0.099867345,0.026550735,0.07331661
Apogonidae,Nectamia,Nectamia_savayensis,PK,10,Night,Benthic,1005,27.61768042,561.2898315,4.525450711,IP,0.106003205,0.030718088,0.075285118
Apogonidae,Nectamia,Nectamia_similis,PK,6.3,Night,Benthic,361,28.72751856,611.9595338,3.451171796,IP,0.099978679,0.026441268,0.073537411
Apogonidae,Nectamia,Nectamia_viria,PK,7.2,Night,Benthic,425,28.3960217,496.5848564,20.46156157,IP,0.100166666,0.026363784,0.073802882
Apogonidae,Nectamia,Nectamia_zebrinus,PK,7.4,Night,Benthic,93,28.12663778,795.9835033,78.1752691,IP,0.100062969,0.02681529,0.073247679
Apogonidae,Ostorhinchus,Ostorhinchus_angustatus,MI,11,Night,Benthopelagic,846,27.96703955,526.2399119,5.53305282,IP,0.102304414,0.027358647,0.074945767
Apogonidae,Ostorhinchus,Ostorhinchus_aphanes,NA,4.46,NA,NA,NA,NA,NA,NA,NA,0.102128462,0.027154486,0.074973977
Apogonidae,Ostorhinchus,Ostorhinchus_apogonoides,PK,10,Night,Benthopelagic,757,27.69560334,660.5700591,5.53305282,IP,0.102529539,0.027276504,0.075253035
Apogonidae,Ostorhinchus,Ostorhinchus_aroubiensis,NA,NA,NA,NA,359,28.69015933,528.0544942,10.85681723,IP,0.102717758,0.027907688,0.07481007
Apogonidae,Ostorhinchus,Ostorhinchus_aterrimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103096533,0.028005414,0.075091119
Apogonidae,Ostorhinchus,Ostorhinchus_atrogaster,PK,5.9,Night,Benthic,429,27.16931869,422.5890129,13.37753806,IP,0.102439539,0.027188271,0.075251268
Apogonidae,Ostorhinchus,Ostorhinchus_aureus,PK,14.5,Night,Benthopelagic,819,27.74995697,700.0119708,4.183669277,IP,0.102802612,0.027554336,0.075248277
Apogonidae,Ostorhinchus,Ostorhinchus_brevispinis,NA,6.2,NA,NA,NA,NA,NA,NA,NA,0.102739042,0.027513404,0.075225638
Apogonidae,Ostorhinchus,Ostorhinchus_bryx,PK,5.19,Night,Benthic,775,28.21370104,803.5110008,8.159836234,IP,0.101850799,0.027154844,0.074695955
Apogonidae,Ostorhinchus,Ostorhinchus_capricornis,PK,5.76,Night,Benthic,123,26.47540492,388.0639295,35.45735967,IP,0.102674642,0.02764208,0.075032562
Apogonidae,Ostorhinchus,Ostorhinchus_cavitensis,PK,7.5,Night,Benthic,836,27.76978345,569.0570871,3.451171796,IP,0.102826137,0.027665222,0.075160915
Apogonidae,Ostorhinchus,Ostorhinchus_chalcius,NA,11.6,NA,NA,NA,NA,NA,NA,NA,0.101640083,0.027290292,0.074349791
