"","record_number","in_ref_id","individual_id","predator","predator_common_name","predator_taxon","predator_lifestage","type_of_feeding_interaction","predator_length","predator_length_unit","predator_dimension_measured","predator_standard_length","predator_fork_length","predator_total_length","predator_tl_fl_sl_conversion_reference","standardised_predator_length","predator_measurement_type","predator_length_mass_conversion_method","predator_length_mass_conversion_reference","predator_quality_of_length_mass_conversion","predator_mass","predator_mass_unit","predator_mass_check","predator_mass_check_diff","predator_ratio_mass_mass","si_predator_mass","diet_coverage","prey","prey_common_name","prey_taxon","prey_length","prey_length_unit","prey_conversion_to_length_method","prey_quality_of_conversion_to_length","prey_conversion_to_length_reference","si_prey_length","prey_dimension_measured","prey_width","prey_width_unit","prey_measurement_type","prey_mass","prey_mass_unit","prey_mass_check","prey_mass_check_diff","prey_ratio_mass_mass","si_prey_mass","prey_conversion_to_mass_method","prey_conversion_to_mass_reference","prey_quality_of_conversion_to_mass","geographic_location","latitude","lonitude","depth","mean_annual_temp","sd_annual_temp","mean_pp","sd_pp","reference","specific_habitat","notes_assumptions"
"398",397,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",24,"cm","",0,"",24,"total length",NA,"","individual",127.03,"g",723.46,596.42,5.6951,127.03,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"399",398,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"400",399,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"401",400,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"402",401,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"403",402,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"404",403,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"405",404,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"406",405,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"407",406,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"408",407,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"409",408,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",28,"cm","",0,"",28,"total length",NA,"","individual",207.77,"g",1148.8,941.06,5.5294,207.77,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"410",409,"89047",203,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",208,"cm","curved fork length",197.18,208,223.6,"Fishbase (species)",208,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,146150,"g",470940,324790,3.2222,146150,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",28,"cm","",0,"",28,"total length",NA,"","individual",207.77,"g",1148.8,941.06,5.5294,207.77,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"413",412,"89052",205,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"414",413,"89052",205,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"415",414,"89052",205,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"416",415,"89052",205,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"417",416,"89052",205,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",28,"cm","",0,"",28,"total length",NA,"","individual",207.77,"g",1148.8,941.06,5.5294,207.77,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"418",417,"89052",205,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",28,"cm","",0,"",28,"total length",NA,"","individual",207.77,"g",1148.8,941.06,5.5294,207.77,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"419",418,"91025",199,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",203,"cm","curved fork length",192.44,203,218.23,"Fishbase (species)",203,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,136080,"g",437790,301710,3.2171,136080,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",31,"cm","",0,"",31,"total length",NA,"","individual",287.51,"g",1559.1,1271.6,5.4227,287.51,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"420",419,"89061",206,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",201,"cm","curved fork length",190.55,201,216.08,"Fishbase (species)",201,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,132190,"g",424980,292790,3.215,132190,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"421",420,"90086",209,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",21,"cm","",0,"",21,"total length",NA,"","individual",82.953,"g",484.66,401.71,5.8426,82.953,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"422",421,"90071",208,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",22,"cm","",0,"",22,"total length",NA,"","individual",96.23,"g",557.25,461.01,5.7907,96.23,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"423",422,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",23,"cm","",0,"",23,"total length",NA,"","individual",110.9,"g",636.74,525.84,5.7417,110.9,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"424",423,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",23,"cm","",0,"",23,"total length",NA,"","individual",110.9,"g",636.74,525.84,5.7417,110.9,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"425",424,"90071",208,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",23,"cm","",0,"",23,"total length",NA,"","individual",110.9,"g",636.74,525.84,5.7417,110.9,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"426",425,"90086",225,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",23,"cm","",0,"",23,"total length",NA,"","individual",110.9,"g",636.74,525.84,5.7417,110.9,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"427",426,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",24,"cm","",0,"",24,"total length",NA,"","individual",127.03,"g",723.46,596.42,5.6951,127.03,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"428",427,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"429",428,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"430",429,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"431",430,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"432",431,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"433",432,"90086",225,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"434",433,"89062",207,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"435",434,"90086",225,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",221,"cm","curved fork length",209.51,221,237.58,"Fishbase (species)",221,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,174610,"g",564880,390270,3.2352,174610,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",27,"cm","",0,"",27,"total length",NA,"","individual",185,"g",1030.1,845.08,5.568,185,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"437",436,"89102",210,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",173,"cm","curved fork length",164,173,185.98,"Fishbase (species)",173,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,85121,"g",270970,185850,3.1833,85121,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",25,"cm","",0,"",25,"total length",NA,"","individual",144.71,"g",817.71,673,5.6507,144.71,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"438",437,"89102",210,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",173,"cm","curved fork length",164,173,185.98,"Fishbase (species)",173,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,85121,"g",270970,185850,3.1833,85121,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"439",438,"89102",210,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",173,"cm","curved fork length",164,173,185.98,"Fishbase (species)",173,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,85121,"g",270970,185850,3.1833,85121,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",26,"cm","",0,"",26,"total length",NA,"","individual",164.01,"g",919.81,755.81,5.6084,164.01,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"440",439,"90067",204,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",213,"cm","curved fork length",201.92,213,228.98,"Fishbase (species)",213,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,156700,"g",505730,349030,3.2273,156700,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",29,"cm","",0,"",29,"total length",NA,"","individual",232.39,"g",1276.4,1044,5.4924,232.39,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"441",440,"90059",211,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",218,"cm","curved fork length",206.66,218,234.35,"Fishbase (species)",218,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,167740,"g",542190,374440,3.2322,167740,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",22,"cm","",0,"",22,"total length",NA,"","individual",96.23,"g",557.25,461.01,5.7907,96.23,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
"442",441,"90059",211,"Thunnus thynnus","Atlantic bluefin tuna","ectotherm vertebrate","adult","piscivorous",218,"cm","curved fork length",206.66,218,234.35,"Fishbase (species)",218,"individual","M=0.0231FL^2.934","Hsu et al. (2000)",1,167740,"g",542190,374440,3.2322,167740,"all","Clupea harengus","Atlantic herring","ectotherm vertebrate",23,"cm","",0,"",23,"total length",NA,"","individual",110.9,"g",636.74,525.84,5.7417,110.9,"M=0.0050*L^3.1915","Coull et al. (1989)",1,"Jeffreys Ledge, Gulf of Maine, New England","4280'N","7010'W",108,10.6,5.6,1076,110,"Chase, B.C. (2002)","Shelf",""
